Date,PP,Tmean,Tmax,Tmin,RHmean,Rhmax,Rhmin,SRTOA,SRSFC,WND,VAL1,VAL2,VAL3
2021-10-01,0,13.0015625,,,50.42331479,,,,12.23973,1.1759375,,,
2021-10-02,0,8.660729167,,,63.61971819,,,,12.79557,1.428333333,,,
2021-10-03,0,13.05947917,,,48.4802426,,,,11.66895,1.361770833,,,
2021-10-04,0,11.18447917,,,52.55337781,,,,12.21534,1.1878125,,,
2021-10-05,0,13.94020833,,,48.30919854,,,,11.3778,1.511770833,,,
2021-10-06,0,13.95947917,,,42.03386271,,,,7.3215,2.256770833,,,
2021-10-07,0,5.726354167,,,59.57457802,,,,11.74257,1.686770833,,,
2021-10-08,0,3.5078125,,,61.29247323,,,,7.76223,1.254583333,,,
2021-10-09,0.05106,6.478020833,,,63.37249811,,,,11.47167,1.717291667,,,
2021-10-10,0.42552,10.09197917,,,49.43873521,,,,6.30999,2.8465625,,,
2021-10-11,0.01702,2.7634375,,,63.4070946,,,,9.71667,1.431666667,,,
2021-10-12,0,0.985625,,,55.15170813,,,,11.7216,1.2790625,,,
2021-10-13,0,-0.686354167,,,60.68456885,,,,4.82148,1.512291667,,,
